approach,strategy,threshold_type,minimum_score,minimum_gap,accepted_suggestions,abstained,coverage_percentage,accepted_accuracy,incorrect_accepted_suggestions
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.6,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.65,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.7,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.75,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.8,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.85,0.2,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.01,3,143,2.0547945205479454,1.0,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.02,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.03,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.04,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.05,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.06,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.08,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.1,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.12,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.15,0,146,0.0,,0
E5_STATIC_QDQ_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.9,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,GAP_ONLY,,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.2,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.25,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.3,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.35,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.4,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.45,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.03,4,142,2.73972602739726,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.04,2,144,1.36986301369863,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.05,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.06,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.08,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.1,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.12,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.15,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.5,0.2,0,146,0.0,,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.01,55,91,37.67123287671233,0.9818181818181818,1
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.02,21,125,14.383561643835616,1.0,0
E5_STATIC_QDQ_MATMUL_S8S8_PER_CHANNEL,HYBRID_PROTOTYPE,SCORE_AND_GAP,0.55,0.03,4,142,2.73972602739726,1.0,0
